Chrom,Start,End,CenName,Type,Class,Size
chr16,38699158,38701304,bsat_16_9,bsat,βSat,2146
chr16,38701304,38756844,ct_16_56,ct,NonSat,55540
chr16,38756844,38766326,bsat_16_10,bsat,βSat,9482
chr16,38766326,38802241,ct_16_57,ct,NonSat,35915
chr16,38802241,38802346,mon_16_10,mon,αSat-Other,105
chr16,38802346,38820676,ct_16_58,ct,NonSat,18330
chr16,38820676,38833193,bsat_16_11,bsat,βSat,12517
chr16,38833193,38983754,ct_16_59,ct,NonSat,150561
chr16,38983754,38988702,censat_16_35(SST1_Composite),censat,OtherSat,4948
chr16,38988702,39166262,ct_16_60,ct,NonSat,177560
chr16,39166262,39183175,hsat2_16_8(B),hsat2,HSat2,16913
chr16,39183175,39186514,ct_16_61,ct,NonSat,3339
chr16,39186514,39187244,censat_16_36(CTTCn),censat,OtherSat,730
chr16,39187244,39207315,ct_16_62,ct,NonSat,20071
chr16,39207315,39237710,hsat2_16_9(B),hsat2,HSat2,30395
chr16,39237710,39261510,ct_16_63,ct,NonSat,23800
chr16,39261510,39275100,hsat2_16_10(B),hsat2,HSat2,13590
chr16,39275100,39357045,ct_16_64,ct,NonSat,81945
chr16,39357045,39396518,hsat2_16_11(B),hsat2,HSat2,39473
chr16,39396518,39400256,dhor_16_6(S2CMH4d),dhor,αSat-Other,3738
chr16,39400256,39434363,hsat2_16_12(B),hsat2,HSat2,34107
chr16,39434363,39457429,ct_16_65,ct,NonSat,23066
chr16,39457429,39471987,hsat2_16_13(B),hsat2,HSat2,14558
chr16,39471987,39496532,ct_16_66,ct,NonSat,24545
chr16,39496532,39503393,hsat2_16_14(B),hsat2,HSat2,6861
chr16,39503393,39523668,dhor_16_7(S2CMH4d),dhor,αSat-Other,20275
chr16,39523668,52219756,hsat2_16_15(B),hsat2,HSat2,12696088
chr16,52219756,52223887,ct_16_67,ct,NonSat,4131
chr16,52223887,52227083,censat_16_37(rnd-6_family-4384),censat,OtherSat,3196
chr16,52227083,52260530,ct_16_68,ct,NonSat,33447
chr16,52260530,52263389,hsat2_16_16(B),hsat2,HSat2,2859
chr17,20527834,20528114,censat_17_1(rnd-1_family-0),censat,OtherSat,280
chr17,20528114,21521740,ct_17_2,ct,NonSat,993626
chr17,21521740,21523556,censat_17_2(SST1_Composite),censat,OtherSat,1816
chr17,21523556,21525118,ct_17_3,ct,NonSat,1562
chr17,21525118,21525504,censat_17_3(rnd-1_family-0),censat,OtherSat,386
chr17,21525504,21528106,ct_17_4,ct,NonSat,2602
chr17,21528106,21528300,censat_17_3(rnd-1_family-0),censat,OtherSat,194
chr17,21528300,21602233,ct_17_5,ct,NonSat,73933
chr17,21602233,21604603,censat_17_4(rnd-1_family-0),censat,OtherSat,2370
chr17,21604603,21612705,ct_17_6,ct,NonSat,8102
chr17,21612705,21613222,censat_17_5(GATGATn),censat,OtherSat,517
chr17,21613222,21622145,ct_17_7,ct,NonSat,8923
chr17,21622145,21636090,censat_17_6(SST1_Composite),censat,OtherSat,13945
chr17,21636090,21811486,ct_17_8,ct,NonSat,175396
chr17,21811486,21815296,censat_17_7(rnd-6_family-4384),censat,OtherSat,3810
chr17,21815296,21822079,ct_17_9,ct,NonSat,6783
chr17,21822079,21961014,hsat3_17_1(A2),hsat3,HSat3,138935
chr17,21961014,22243817,hsat3_17_2(B1),hsat3,HSat3,282803
chr17,22243817,22285707,hsat3_17_3(A1),hsat3,HSat3,41890
chr17,22285707,22293542,hsat2_17_1(B),hsat2,HSat2,7835
chr17,22293542,22322414,ct_17_10,ct,NonSat,28872
chr17,22322414,22398289,hsat2_17_2(B),hsat2,HSat2,75875
chr17,22398289,22415469,ct_17_11,ct,NonSat,17180
chr17,22415469,22415696,censat_17_8(rnd-6_family-4384),censat,OtherSat,227
chr17,22415696,22421918,ct_17_12,ct,NonSat,6222
chr17,22421918,22424953,censat_17_9(rnd-6_family-4384),censat,OtherSat,3035
chr17,22424953,22431675,ct_17_13,ct,NonSat,6722
chr17,22431675,22533864,hsat3_17_4(A2),hsat3,HSat3,102189
chr17,22533864,22556782,ct_17_14,ct,NonSat,22918
chr17,22556782,22558028,censat_17_10(rnd-6_family-4384),censat,OtherSat,1246
chr17,22558028,22577972,ct_17_15,ct,NonSat,19944
chr17,22577972,22580070,censat_17_11(rnd-6_family-4384),censat,OtherSat,2098
chr17,22580070,22683125,ct_17_16,ct,NonSat,103055
chr17,22683125,22694673,censat_17_12(SST1_Composite),censat,OtherSat,11548
chr17,22694673,22712206,ct_17_17,ct,NonSat,17533
chr17,22712206,22715282,censat_17_13(rnd-1_family-0),censat,OtherSat,3076
chr17,22715282,22893753,ct_17_18,ct,NonSat,178471
chr17,22893753,22926977,mon_17_1,mon,αSat-Other,33224
chr17,22926977,22930914,censat_17_14(SST1_Composite),censat,OtherSat,3937
chr17,22930914,22955415,ct_17_19,ct,NonSat,24501
chr17,22955415,22955609,censat_17_15(rnd-1_family-0),censat,OtherSat,194
chr17,22955609,22958213,ct_17_20,ct,NonSat,2604
chr17,22958213,22958601,censat_17_16(rnd-1_family-0),censat,OtherSat,388
chr17,22958601,22960167,ct_17_21,ct,NonSat,1566
chr17,22960167,22967877,censat_17_17(SST1_Composite),censat,OtherSat,7710
chr17,22967877,23036430,ct_17_22,ct,NonSat,68553
chr17,23036430,23101337,censat_17_18(SST1_Composite),censat,OtherSat,64907
chr17,23101337,23346722,ct_17_23,ct,NonSat,245385
chr17,23346722,23356398,mon_17_2,mon,αSat-Other,9676
chr17,23356398,23360051,censat_17_19(SST1_Composite),censat,OtherSat,3653
chr17,23360051,23379829,mon_17_3,mon,αSat-Other,19778
chr17,23379829,23381519,censat_17_20(SST1),censat,OtherSat,1690
chr17,23381519,23400425,ct_17_24,ct,NonSat,18906
chr17,23400425,23400936,censat_17_21(TGATGAn),censat,OtherSat,511
chr17,23400936,23407373,ct_17_25,ct,NonSat,6437
chr17,23407373,23433372,mon_17_4,mon,αSat-Other,25999
chr17,23433372,23892419,hor_17_1(S3C17H1-B),hor,αSat-Inactive,459047
chr17,23892419,27486939,hor_17_2(S3C17H1L),hor,αSat-Active,3594520
chr17,27486939,27571319,hor_17_3(S3C17H1-C),hor,αSat-Inactive,84380
chr17,27571319,27576047,dhor_17_1(S3C17H2d),dhor,αSat-Other,4728
chr17,27576047,27656567,mon_17_5,mon,αSat-Other,80520
chr17,27656567,27669956,ct_17_26,ct,NonSat,13389
chr17,27669956,27671814,censat_17_22(rnd-6_family-4384),censat,OtherSat,1858
chr17,27671814,27705372,ct_17_27,ct,NonSat,33558
chr17,27705372,27706726,censat_17_23(rnd-6_family-4384),censat,OtherSat,1354
chr17,27706726,27711623,ct_17_28,ct,NonSat,4897
chr17,27711623,27715433,censat_17_24(rnd-6_family-4384),censat,OtherSat,3810
chr17,27715433,27722222,ct_17_29,ct,NonSat,6789
chr17,27722222,27881606,"hsat3_17_5(A2,A4)",hsat3,HSat3,159384
chr17,27881606,28089293,ct_17_30,ct,NonSat,207687
chr17,28089293,28093083,mon_17_6,mon,αSat-Other,3790
chr17,28093083,28100210,censat_17_25(SST1_Composite),censat,OtherSat,7127
chr17,28100210,28139193,mon_17_7,mon,αSat-Other,38983
chr18,11350790,11351416,censat_18_1(SST1),censat,OtherSat,626
chr18,11351416,11465046,ct_18_2,ct,NonSat,113630
chr18,11465046,11465507,gsat_18_1(GSATX),gsat,OtherSat,461
chr18,11465507,14413761,ct_18_3,ct,NonSat,2948254
chr18,14413761,14415124,hsat5_18_1(HSat5),hsat5,OtherSat,1363
chr18,14415124,14497035,ct_18_4,ct,NonSat,81911
chr18,14497035,14502444,hsat5_18_2(HSat5),hsat5,OtherSat,5409
chr18,14502444,15171686,ct_18_5,ct,NonSat,669242
chr18,15171686,15171789,censat_18_2(rnd-6_family-4384),censat,OtherSat,103
chr18,15171789,15326329,ct_18_6,ct,NonSat,154540
chr18,15326329,15327876,censat_18_3(rnd-6_family-4384),censat,OtherSat,1547
chr18,15327876,15358998,ct_18_7,ct,NonSat,31122
chr18,15358998,15359690,censat_18_4(rnd-6_family-4384),censat,OtherSat,692
chr18,15359690,15396506,ct_18_8,ct,NonSat,36816
chr18,15396506,15407322,censat_18_5(CER),censat,OtherSat,10816
chr18,15407322,15542725,ct_18_9,ct,NonSat,135403
chr18,15542725,15542847,censat_18_6(CER),censat,OtherSat,122
chr18,15542847,15607616,mon_18_1,mon,αSat-Other,64769
chr18,15607616,15611197,dhor_18_1(SF02),dhor,αSat-Other,3581
chr18,15611197,15617513,dhor_18_2(S02CMH2d),dhor,αSat-Other,6316
chr18,15617513,15633403,dhor_18_3(S2CMH4d),dhor,αSat-Other,15890
chr18,15633403,15641581,dhor_18_4(SF2),dhor,αSat-Other,8178
chr18,15641581,15942313,hor_18_1(S2C18H2-A),hor,αSat-Inactive,300732
chr18,15942313,15962808,"hor_18_2(S2C18H2-B,A)",hor,αSat-Inactive,20495
chr18,15962808,15966041,hor_18_3(S2C18H2-D),hor,αSat-Inactive,3233
chr18,15966041,15971633,"hor_18_4(S2C18H1L,S2C20H2)",hor,αSat-Inactive,5592
chr18,15971633,20740248,hor_18_5(S2C18H1L),hor,αSat-Active,4768615
chr18,20740248,20933550,"hor_18_6(S2C18H1L,S2C20H2)",hor,αSat-Inactive,193302
chr18,20933550,21015538,hor_18_7(S2C18H2-D),hor,αSat-Inactive,81988
chr18,21015538,21024664,"hor_18_8(S2C18H2-B,D)",hor,αSat-Inactive,9126
chr18,21024664,21121235,"hor_18_9(S2C18H2-B,E)",hor,αSat-Inactive,96571
chr18,21121235,21125454,dhor_18_5(SF2),dhor,αSat-Other,4219
chr19,19876180,19882478,hsat5_19_1(HSat5),hsat5,OtherSat,6298
chr19,19882478,19890617,ct_19_2,ct,NonSat,8139
chr19,19890617,19893987,hsat5_19_2(HSat5),hsat5,OtherSat,3370
chr19,19893987,21004104,ct_19_3,ct,NonSat,1110117
chr19,21004104,21054306,censat_19_1(NovelTandem),censat,OtherSat,50202
chr19,21054306,21105598,ct_19_4,ct,NonSat,51292
chr19,21105598,21111981,bsat_19_1,bsat,βSat,6383
chr19,21111981,21624311,ct_19_5,ct,NonSat,512330
chr19,21624311,21637430,bsat_19_2,bsat,βSat,13119
chr19,21637430,21731822,ct_19_6,ct,NonSat,94392
chr19,21731822,21736438,bsat_19_3,bsat,βSat,4616
chr19,21736438,21977380,ct_19_7,ct,NonSat,240942
chr19,21977380,21989700,bsat_19_4,bsat,βSat,12320
chr19,21989700,22012547,ct_19_8,ct,NonSat,22847
chr19,22012547,22018610,bsat_19_5,bsat,βSat,6063
chr19,22018610,22028914,ct_19_9,ct,NonSat,10304
chr19,22028914,22031730,bsat_19_6,bsat,βSat,2816
chr19,22031730,22038462,ct_19_10,ct,NonSat,6732
chr19,22038462,22041401,bsat_19_7,bsat,βSat,2939
chr19,22041401,22043987,ct_19_11,ct,NonSat,2586
chr19,22043987,22050016,bsat_19_8,bsat,βSat,6029
chr19,22050016,22053634,ct_19_12,ct,NonSat,3618
chr19,22053634,22062685,bsat_19_9,bsat,βSat,9051
chr19,22062685,22065310,ct_19_13,ct,NonSat,2625
chr19,22065310,22075423,bsat_19_10,bsat,βSat,10113
chr19,22075423,22164092,ct_19_14,ct,NonSat,88669
chr19,22164092,22175070,bsat_19_11,bsat,βSat,10978
chr19,22175070,22178122,ct_19_15,ct,NonSat,3052
chr19,22178122,22188795,bsat_19_12,bsat,βSat,10673
chr19,22188795,22271329,ct_19_16,ct,NonSat,82534
chr19,22271329,22276297,bsat_19_13,bsat,βSat,4968
chr19,22276297,22377219,ct_19_17,ct,NonSat,100922
chr19,22377219,22385532,bsat_19_14,bsat,βSat,8313
chr19,22385532,22391079,ct_19_18,ct,NonSat,5547
chr19,22391079,22399428,bsat_19_15,bsat,βSat,8349
chr19,22399428,22461811,ct_19_19,ct,NonSat,62383
chr19,22461811,22490951,bsat_19_16,bsat,βSat,29140
chr19,22490951,22852336,ct_19_20,ct,NonSat,361385
chr19,22852336,22879231,bsat_19_17,bsat,βSat,26895
chr19,22879231,22951010,ct_19_21,ct,NonSat,71779
chr19,22951010,22968769,bsat_19_18,bsat,βSat,17759
chr19,22968769,23056259,ct_19_22,ct,NonSat,87490
chr19,23056259,23079454,bsat_19_19,bsat,βSat,23195
chr19,23079454,23155143,ct_19_23,ct,NonSat,75689
chr19,23155143,23166589,bsat_19_20,bsat,βSat,11446
chr19,23166589,23178466,ct_19_24,ct,NonSat,11877
chr19,23178466,23204645,bsat_19_21,bsat,βSat,26179
chr19,23204645,23230233,ct_19_25,ct,NonSat,25588
chr19,23230233,23238415,bsat_19_22,bsat,βSat,8182
chr19,23238415,23390230,ct_19_26,ct,NonSat,151815
chr19,23390230,23399433,bsat_19_23,bsat,βSat,9203
chr19,23399433,23440971,ct_19_27,ct,NonSat,41538
chr19,23440971,23457313,bsat_19_24,bsat,βSat,16342
chr19,23457313,23462446,"censat_19_2(CTCn,TATAn)",censat,OtherSat,5133
chr19,23462446,23537413,ct_19_28,ct,NonSat,74967
chr19,23537413,23546119,bsat_19_25,bsat,βSat,8706
chr19,23546119,23595709,ct_19_29,ct,NonSat,49590
chr19,23595709,23602749,bsat_19_26,bsat,βSat,7040
chr19,23602749,23609510,"censat_19_3(CTCn,TATAn)",censat,OtherSat,6761
chr19,23609510,23659735,ct_19_30,ct,NonSat,50225
chr19,23659735,23664970,bsat_19_27,bsat,βSat,5235
chr19,23664970,23667968,ct_19_31,ct,NonSat,2998
chr19,23667968,23671523,bsat_19_28,bsat,βSat,3555
chr19,23671523,23680190,ct_19_32,ct,NonSat,8667
chr19,23680190,23687025,bsat_19_29,bsat,βSat,6835
chr19,23687025,23698636,ct_19_33,ct,NonSat,11611
chr19,23698636,23705407,bsat_19_30,bsat,βSat,6771
chr19,23705407,23800706,ct_19_34,ct,NonSat,95299
chr19,23800706,23800807,mon_19_1,mon,αSat-Other,101
chr19,23800807,23828034,ct_19_35,ct,NonSat,27227
chr19,23828034,23828541,bsat_19_31,bsat,βSat,507
chr19,23828541,23909619,ct_19_36,ct,NonSat,81078
chr19,23909619,23930466,bsat_19_32,bsat,βSat,20847
chr19,23930466,24033861,ct_19_37,ct,NonSat,103395
chr19,24033861,24054350,bsat_19_33,bsat,βSat,20489
chr19,24054350,24121675,ct_19_38,ct,NonSat,67325
chr19,24121675,24142354,bsat_19_34,bsat,βSat,20679
chr19,24142354,24197040,ct_19_39,ct,NonSat,54686
chr19,24197040,24224098,bsat_19_35,bsat,βSat,27058
chr19,24224098,24331901,ct_19_40,ct,NonSat,107803
chr19,24331901,24347983,bsat_19_36,bsat,βSat,16082
chr19,24347983,24352656,ct_19_41,ct,NonSat,4673
chr19,24352656,24570766,mon_19_2,mon,αSat-Other,218110
chr19,24570766,24655575,hor_19_1(S5C5/19H4-A),hor,αSat-Inactive,84809
chr19,24655575,25214335,hor_19_2(S5C5/19H4-B),hor,αSat-Inactive,558760
chr19,25214335,25231037,hor_19_3(S5C5/19H4-A),hor,αSat-Inactive,16702
chr19,25231037,25268012,mon_19_3,mon,αSat-Other,36975
chr19,25268012,25302775,dhor_19_1(S5C5/19H9d),dhor,αSat-Other,34763
chr19,25302775,25305836,dhor_19_2(S5C1H5d),dhor,αSat-Other,3061
chr19,25305836,25329854,"hor_19_4(S5C5/19H7-A,B)",hor,αSat-Inactive,24018
chr19,25329854,25540889,hor_19_5(S5C5/19H7-A),hor,αSat-Inactive,211035
chr19,25540889,25621289,"hor_19_6(S5C5/19H7-A,B)",hor,αSat-Inactive,80400
chr19,25621289,25649842,dhor_19_3(SF5),dhor,αSat-Other,28553
chr19,25649842,25662269,dhor_19_4(S02CMH2d),dhor,αSat-Other,12427
chr19,25662269,25664815,dhor_19_5(SF3),dhor,αSat-Other,2546
chr19,25664815,25672228,dhor_19_6(S02CMH2d),dhor,αSat-Other,7413
chr19,25672228,25684039,dhor_19_7(SF5),dhor,αSat-Other,11811
chr19,25684039,25690098,ct_19_42,ct,NonSat,6059
chr19,25690098,25698948,"hor_19_7(S5C5/19H5,S5C5H6)",hor,αSat-Inactive,8850
chr19,25698948,25740136,hor_19_8(S5C5/19H5),hor,αSat-Inactive,41188
chr19,25740136,25800914,mon_19_4,mon,αSat-Other,60778
chr19,25800914,25818021,dhor_19_8(S1CMH3d),dhor,αSat-Other,17107
chr19,25818021,25821757,hor_19_9(S1C5H2),hor,αSat-Inactive,3736
chr19,25821757,25826338,"hor_19_10(S1C1/5/19H1L,S1C16H1L)",hor,αSat-Inactive,4581
chr19,25826338,25828205,hor_19_11(S1C5H2),hor,αSat-Inactive,1867
chr19,25828205,25832447,"hor_19_12(S1C1/5/19H1L,S1C16H1L)",hor,αSat-Inactive,4242
chr19,25832447,29749519,hor_19_13(S1C1/5/19H1L),hor,αSat-Active,3917072
chr19,29749519,29769351,"hor_19_14(S1C1/5/19H1L,S1C16H1L,S1CMH3d)",hor,αSat-Inactive,19832
chr19,29769351,30152526,mon_19_5,mon,αSat-Other,383175
chr19,30152526,30179279,hsat4_19_1(HSat4),hsat4,OtherSat,26753
chr19,30179279,30188161,mon_19_6,mon,αSat-Other,8882
chr19,30188161,30199272,hsat4_19_2(HSat4),hsat4,OtherSat,11111
chr19,30199272,30208025,mon_19_7,mon,αSat-Other,8753
chr19,30208025,30213745,hsat4_19_3(HSat4),hsat4,OtherSat,5720
chr19,30213745,30234800,mon_19_8,mon,αSat-Other,21055
chr19,30234800,30239717,hsat4_19_4(HSat4),hsat4,OtherSat,4917
chr19,30239717,30261059,mon_19_9,mon,αSat-Other,21342
chr19,30261059,30273600,hsat4_19_5(HSat4),hsat4,OtherSat,12541
chr19,30273600,30279235,ct_19_43,ct,NonSat,5635
chr19,30279235,30299402,hsat4_19_6(HSat4),hsat4,OtherSat,20167
chr19,30299402,30381631,ct_19_44,ct,NonSat,82229
chr19,30381631,30382355,hsat4_19_7(HSat4),hsat4,OtherSat,724
chr19,30382355,30388554,ct_19_45,ct,NonSat,6199
chr19,30388554,30396484,hsat4_19_8(HSat4),hsat4,OtherSat,7930
chr2,87403406,87443522,censat_2_1(AGCCAAGCCn),censat,OtherSat,40116
chr2,87443522,89350757,ct_2_2,ct,NonSat,1907235
chr2,89350757,89357797,hsat3_2_1(B3),hsat3,HSat3,7040
chr2,89357797,89381798,"hsat3_2_2(B3,A1,A2)",hsat3,HSat3,24001
chr2,89381798,89383323,hsat2_2_1(B),hsat2,HSat2,1525
chr2,89383323,89384883,ct_2_3,ct,NonSat,1560
chr2,89384883,89417214,hsat2_2_2(B),hsat2,HSat2,32331
chr2,89417214,89421410,ct_2_4,ct,NonSat,4196
chr2,89421410,89422078,censat_2_2(rnd-6_family-4384),censat,OtherSat,668
chr2,89422078,89685523,ct_2_5,ct,NonSat,263445
chr2,89685523,89695350,censat_2_3(TGGCCCn),censat,OtherSat,9827
chr2,89695350,89725009,ct_2_6,ct,NonSat,29659
chr2,89725009,89763207,censat_2_4(CCAAGCCAGn),censat,OtherSat,38198
chr2,89763207,89782161,ct_2_7,ct,NonSat,18954
chr2,89782161,89785482,censat_2_5(rnd-6_family-4384),censat,OtherSat,3321
chr2,89785482,89819164,ct_2_8,ct,NonSat,33682
chr2,89819164,89821733,censat_2_6(rnd-6_family-4384),censat,OtherSat,2569
chr2,89821733,89838797,ct_2_9,ct,NonSat,17064
chr2,89838797,89862611,hsat2_2_3(B),hsat2,HSat2,23814
chr2,89862611,89879677,ct_2_10,ct,NonSat,17066
chr2,89879677,89882246,censat_2_7(rnd-6_family-4384),censat,OtherSat,2569
chr2,89882246,89915927,ct_2_11,ct,NonSat,33681
chr2,89915927,89919206,censat_2_8(rnd-6_family-4384),censat,OtherSat,3279
chr2,89919206,89937668,ct_2_12,ct,NonSat,18462
chr2,89937668,90016776,censat_2_9(TGGCTTGGCn),censat,OtherSat,79108
chr2,90016776,90319374,ct_2_13,ct,NonSat,302598
chr2,90319374,90320019,censat_2_10(rnd-6_family-4384),censat,OtherSat,645
chr2,90320019,90324213,ct_2_14,ct,NonSat,4194
chr2,90324213,90364427,hsat2_2_4(B),hsat2,HSat2,40214
chr2,90364427,90389494,"hsat3_2_3(A1,A2,B3)",hsat3,HSat3,25067
chr2,90389494,90396446,hsat3_2_4(B3),hsat3,HSat3,6952
chr2,90396446,90843357,ct_2_15,ct,NonSat,446911
chr2,90843357,90909680,censat_2_11(AluSx_CCAAGCCAGn),censat,OtherSat,66323
chr2,90909680,90933822,ct_2_16,ct,NonSat,24142
chr2,90933822,90937262,censat_2_12(rnd-6_family-4384),censat,OtherSat,3440
chr2,90937262,90970871,ct_2_17,ct,NonSat,33609
chr2,90970871,90972985,censat_2_13(rnd-6_family-4384),censat,OtherSat,2114
chr2,90972985,90991502,ct_2_18,ct,NonSat,18517
chr2,90991502,91610549,hsat2_2_5(B),hsat2,HSat2,619047
chr2,91610549,91627604,ct_2_19,ct,NonSat,17055
chr2,91627604,91630167,censat_2_14(rnd-6_family-4384),censat,OtherSat,2563
chr2,91630167,91663683,ct_2_20,ct,NonSat,33516
chr2,91663683,91666107,censat_2_15(rnd-6_family-4384),censat,OtherSat,2424
chr2,91666107,91690660,ct_2_21,ct,NonSat,24553
chr2,91690660,91709494,censat_2_16(AluSx_GCTGGCTTGn),censat,OtherSat,18834
chr2,91709494,91998568,ct_2_22,ct,NonSat,289074
chr2,91998568,92000142,censat_2_17(rnd-6_family-4384),censat,OtherSat,1574
chr2,92000142,92202030,ct_2_23,ct,NonSat,201888
chr2,92202030,92202605,censat_2_18(rnd-6_family-4384),censat,OtherSat,575
chr2,92202605,92232005,ct_2_24,ct,NonSat,29400
chr2,92232005,92233600,censat_2_19(rnd-6_family-4384),censat,OtherSat,1595
chr2,92233600,92260924,ct_2_25,ct,NonSat,27324
chr2,92260924,92263505,censat_2_20(rnd-6_family-4384),censat,OtherSat,2581
chr2,92263505,92267959,ct_2_26,ct,NonSat,4454
chr2,92267959,92297386,hsat2_2_6(B),hsat2,HSat2,29427
chr2,92297386,92300802,dhor_2_1(S2CMH4d),dhor,αSat-Other,3416
chr2,92300802,92307119,"hor_2_1(S2C2H2-A,B)",hor,αSat-Inactive,6317
chr2,92307119,92316502,hor_2_2(S2C2H2-B),hor,αSat-Inactive,9383
chr2,92316502,92333543,"hor_2_3(S2C2H2-B,S2C2H1L,S2C18H1L,S2C20H1L,S2C20H5d)",hor,αSat-Inactive,17041
chr2,92333543,94673023,hor_2_4(S2C2H1L),hor,αSat-Active,2339480
chr2,94673023,94695067,hor_2_5(S2C2H2-A),hor,αSat-Inactive,22044
chr2,94695067,94778753,ct_2_27,ct,NonSat,83686
chr2,94778753,94779490,censat_2_21(rnd-6_family-4384),censat,OtherSat,737
chr2,94779490,94812952,ct_2_28,ct,NonSat,33462
chr2,94812952,94815263,censat_2_22(rnd-6_family-4384),censat,OtherSat,2311
chr2,94815263,94832368,ct_2_29,ct,NonSat,17105
chr2,94832368,94863780,hsat2_2_7(B),hsat2,HSat2,31412
chr2,94863780,94880912,ct_2_30,ct,NonSat,17132
chr2,94880912,94883222,censat_2_23(rnd-6_family-4384),censat,OtherSat,2310
chr2,94883222,94916691,ct_2_31,ct,NonSat,33469
chr2,94916691,94917678,censat_2_24(rnd-6_family-4384),censat,OtherSat,987
chr2,94917678,95001216,ct_2_32,ct,NonSat,83538
chr2,95001216,95013880,dhor_2_2(S2CMH4d),dhor,αSat-Other,12664
chr2,95013880,95020363,dhor_2_3(S02CMH2d),dhor,αSat-Other,6483
chr2,95020363,95034734,dhor_2_4(SF02),dhor,αSat-Other,14371
chr2,95034734,95077539,mon_2_1,mon,αSat-Other,42805
chr2,95077539,95265161,ct_2_33,ct,NonSat,187622
chr2,95265161,95270866,hsat5_2_1(HSat5),hsat5,OtherSat,5705
chr2,95270866,95294883,ct_2_34,ct,NonSat,24017
chr2,95294883,95296231,hsat5_2_2(HSat5),hsat5,OtherSat,1348
chr2,95296231,95403721,ct_2_35,ct,NonSat,107490
chr2,95403721,95405500,censat_2_25(SATR),censat,OtherSat,1779
chr2,95405500,95408477,ct_2_36,ct,NonSat,2977
chr2,95408477,95412316,censat_2_26(SATR),censat,OtherSat,3839
chr2,95412316,96049774,ct_2_37,ct,NonSat,637458
chr2,96049774,96052330,censat_2_27(SATR),censat,OtherSat,2556
chr2,96052330,96402192,ct_2_38,ct,NonSat,349862
chr2,96402192,96449090,censat_2_28(MER5A1),censat,OtherSat,46898
chr2,96449090,96495379,ct_2_39,ct,NonSat,46289
chr2,96495379,96498974,censat_2_29(L1PA12),censat,OtherSat,3595
chr2,96498974,97694089,ct_2_40,ct,NonSat,1195115
chr2,97694089,97724161,censat_2_30(MER5A1),censat,OtherSat,30072
chr2,97724161,97772254,ct_2_41,ct,NonSat,48093
chr2,97772254,97776878,censat_2_31(L1PA12),censat,OtherSat,4624
chr2,97776878,97945141,ct_2_42,ct,NonSat,168263
chr2,97945141,97949797,censat_2_32(L1PA12),censat,OtherSat,4656
chr2,97949797,98345037,ct_2_43,ct,NonSat,395240
chr2,98345037,98345164,mon_2_2,mon,αSat-Other,127
chr20,25835813,25838864,censat_20_1(rnd-1_family-0),censat,OtherSat,3051
chr20,25838864,25856576,ct_20_2,ct,NonSat,17712
chr20,25856576,25873890,censat_20_2(SST1_Composite),censat,OtherSat,17314
chr20,25873890,25969294,ct_20_3,ct,NonSat,95404
chr20,25969294,25979247,mon_20_1,mon,αSat-Other,9953
chr20,25979247,25983557,censat_20_3(SST1),censat,OtherSat,4310
chr20,25983557,25987435,mon_20_2,mon,αSat-Other,3878
chr20,25987435,25996401,censat_20_4(SST1_Composite),censat,OtherSat,8966
chr20,25996401,26059067,ct_20_4,ct,NonSat,62666
chr20,26059067,26068845,censat_20_5(SST1_Composite),censat,OtherSat,9778
chr20,26068845,26086806,ct_20_5,ct,NonSat,17961
chr20,26086806,26089932,censat_20_6(rnd-1_family-0),censat,OtherSat,3126
chr20,26089932,26254237,ct_20_6,ct,NonSat,164305
chr20,26254237,26255521,censat_20_7(SST1_Composite),censat,OtherSat,1284
chr20,26255521,26280174,ct_20_7,ct,NonSat,24653
chr20,26280174,26281860,censat_20_8(SST1_Composite),censat,OtherSat,1686
chr20,26281860,26318020,mon_20_3,mon,αSat-Other,36160
chr20,26318020,26332347,dhor_20_1(SF02),dhor,αSat-Other,14327
chr20,26332347,26336314,dhor_20_2(S02CMH2d),dhor,αSat-Other,3967
chr20,26336314,26341078,dhor_20_3(SF01),dhor,αSat-Other,4764
chr20,26341078,26343418,ct_20_8,ct,NonSat,2340
chr20,26343418,26356678,dhor_20_4(S02CMH2d),dhor,αSat-Other,13260
chr20,26356678,26363662,dhor_20_5(SF2),dhor,αSat-Other,6984
chr20,26363662,26383658,dhor_20_6(S2C20H5d),dhor,αSat-Other,19996
chr20,26383658,26925852,hor_20_1(S2C20H2),hor,αSat-Inactive,542194
chr20,26925852,29099655,hor_20_2(S2C20H1L),hor,αSat-Active,2173803
chr20,29099655,29521051,hor_20_3(S02C20H3),hor,αSat-Inactive,421396
chr20,29521051,29615123,ct_20_9,ct,NonSat,94072
chr20,29615123,29617314,"bsat_20_1(LSAU-BSAT_Composite,no_beta)",bsat,βSat,2191
chr20,29617314,29617913,ct_20_10,ct,NonSat,599
chr20,29617913,29620489,"censat_20_9(rnd-6_family-13719,20)",censat,OtherSat,2576
chr20,29620489,29695615,ct_20_11,ct,NonSat,75126
chr20,29695615,29697052,"censat_20_10(rnd-6_family-13719,20)",censat,OtherSat,1437
chr20,29697052,29704793,"bsat_20_2(LSAU-BSAT_Composite,no_beta)",bsat,βSat,7741
chr20,29704793,29728546,ct_20_12,ct,NonSat,23753
chr20,29728546,29834683,mon_20_4,mon,αSat-Other,106137
chr20,29834683,29848541,hsat3_20_1(A4),hsat3,HSat3,13858
